Incident ID,Incident Date,State,City Or County,Address,# Victims Injured,# Victims Killed,# Subjects-Suspects Injured,# Subjects-Suspects Killed,# Subjects-Suspects Arrested,Operations
2502655,13-Jan-23,Florida,Fort Walton Beach,400 Hollywood Blvd NW,0,0,0,0,1,N/A
2501286,12-Jan-23,Louisiana,New Orleans,3815 St Bernard Ave,0,0,0,0,0,N/A
2501098,12-Jan-23,Nebraska,Omaha,4410 N 36th St,0,0,0,0,1,N/A
2502314,12-Jan-23,Florida,Gibsonton,7710 Old Big Bend Rd,0,0,0,0,0,N/A
2501460,12-Jan-23,Indiana,Indianapolis,5108 S High School Rd,0,0,0,0,0,N/A
2501122,11-Jan-23,Ohio,Columbus,1500 E Broad St,0,0,0,0,1,N/A
2526948,11-Jan-23,Texas,Rising Star,114 Newton St,0,0,0,0,0,N/A
2500354,11-Jan-23,Florida,Tallahassee,550 E Tennessee St,0,0,0,0,1,N/A
2500964,11-Jan-23,California,Vista,1575 Bonair Rd,0,0,0,0,1,N/A
2500323,11-Jan-23,Texas,Palestine,233 Ben Milam Rd Dr,0,0,0,0,1,N/A
2502310,11-Jan-23,Florida,Gibsonton,7710 Old Big Bend Rd,0,0,0,0,0,N/A
2501461,11-Jan-23,Indiana,Indianapolis,10440 Indian Creek Rd S,0,0,0,0,1,N/A
2500814,11-Jan-23,Missouri,Saint Louis,5557 Milburn Rd,0,0,0,0,1,N/A
2500542,10-Jan-23,Kentucky,Stanford,101 Old Fort Rd,1,0,0,0,0,N/A
2500319,10-Jan-23,New Mexico,Albuquerque,6701 Fortuna Rd NW,0,0,0,0,1,N/A
2500217,10-Jan-23,Michigan,Pinconning,605 W 5th St,0,0,0,0,1,N/A
2499699,10-Jan-23,Delaware,New Castle,713 E Basin Rd,0,0,0,0,1,N/A
2500103,10-Jan-23,North Carolina,Farmville,3308 E Wilson St,0,0,0,0,1,N/A
2506914,9-Jan-23,Texas,Manor,12700 Gregg Manor Rd,0,0,0,0,1,N/A
2497956,7-Jan-23,Oregon,Portland,5405 SE Woodward St,1,0,0,0,0,N/A
2497541,6-Jan-23,Florida,Apopka,2501 Hiawassee Rd,1,0,0,0,0,N/A
2497580,6-Jan-23,Michigan,Oak Park,13701 Oak Park Blvd,1,0,0,0,1,N/A
2498914,6-Jan-23,Missouri,Saint Louis,1731 S Broadway,0,0,0,0,1,N/A
2496849,6-Jan-23,Virginia,Newport News,205 Tyner Dr,1,0,0,0,1,N/A
2496762,6-Jan-23,North Carolina,Lumberton,3901 Fayetteville Rd,0,0,0,0,0,N/A
2502555,6-Jan-23,Arkansas,Paragould,5201 W Kingshighway,0,0,0,0,0,N/A
2497221,6-Jan-23,Kentucky,Louisville,3510 Goldsmith Ln,0,0,0,0,0,N/A
2498457,5-Jan-23,Texas,Wylie,2550 FM 544,0,0,0,0,0,N/A
2496389,5-Jan-23,South Carolina,North Charleston,5025 W Enterprise St,0,0,0,0,1,N/A
2497734,5-Jan-23,Florida,Lakeland,740 Lake Miriam Dr,0,0,0,0,1,N/A
2496145,5-Jan-23,Alabama,Huntsville,2500 Meridian St N,0,0,0,0,1,N/A
2496143,5-Jan-23,North Carolina,Jamestown,1000 Lucy Ragsdale Dr,0,0,0,0,1,N/A
2496342,5-Jan-23,Maryland,Fort George G Meade (Fort Meade),3500 Rockenbach Rd,0,0,0,0,0,N/A
2497266,5-Jan-23,Ohio,Columbus,6100 Beechcroft Rd,0,0,0,0,1,N/A
2496290,4-Jan-23,Virginia,Woodbridge,15201 Neabsco Mills Rd,0,0,0,0,1,N/A
2495296,4-Jan-23,New Mexico,Roswell,500 W Hobbs St,0,0,0,0,1,N/A
2496218,4-Jan-23,Wisconsin,Sheboygan,3508 N 21st St,0,0,0,0,1,N/A
2496605,4-Jan-23,Arkansas,Jonesboro,301 Hurricane Dr,0,0,0,0,1,N/A
2494569,3-Jan-23,New York,Corona (Queens),57-00 223rd St,0,0,0,0,1,N/A
2486543,21-Dec-22,Massachusetts,Lawrence,70 N Parish Rd,0,0,0,0,1,N/A
2486674,21-Dec-22,Tennessee,Nashville,3901 Granny White Pike,0,0,0,0,0,N/A
2486095,21-Dec-22,Michigan,Waterford (Waterford Township),5145 Hatchery Rd,0,0,0,0,1,N/A
2487104,20-Dec-22,North Carolina,Goldsboro,1135 E New Hope Rd,0,0,0,0,0,N/A
2484920,20-Dec-22,Pennsylvania,Philadelphia,8300 Castor Ave,0,0,0,0,1,N/A
2484669,19-Dec-22,Texas,Irving,100 W Oakdale Rd,0,0,0,0,2,N/A
2483656,16-Dec-22,New Jersey,Paterson,61-127 Preakness Ave,0,0,0,0,3,N/A
2483232,16-Dec-22,Georgia,Hinesville,1396 Shaw Rd,0,0,0,0,0,N/A
2505901,16-Dec-22,Texas,Hamshire,12552 2nd St,0,0,0,0,1,N/A
2482288,16-Dec-22,Illinois,Chicago,2150 S Laflin St,2,2,0,0,1,N/A
2482912,16-Dec-22,Ohio,Elyria,601 Middle Ave,0,0,0,0,1,N/A
2484567,16-Dec-22,South Carolina,Abbeville,701 Washington St,0,0,0,0,1,N/A
2482280,15-Dec-22,South Carolina,Roebuck,1050 Cavalier Way,0,0,0,0,1,N/A
2482163,15-Dec-22,Georgia,Warner Robins,926 Green St,0,0,0,0,0,N/A
2494762,15-Dec-22,Missouri,Keytesville,27247 MO-5,0,0,0,0,1,N/A
2482725,14-Dec-22,Florida,Saint Petersburg,840 3rd Ave,0,0,0,0,1,N/A
2481019,14-Dec-22,Mississippi,Pascagoula,3112 Eden St,0,0,0,0,0,N/A
2481016,14-Dec-22,West Virginia,Beckley,400 Stanaford Rd,0,0,0,0,1,N/A
2480974,14-Dec-22,New Mexico,Albuquerque,6701 Fortuna Rd NW,0,0,0,0,1,N/A
2481582,14-Dec-22,Illinois,Chicago,4420 N Beacon St,0,0,0,0,1,N/A
2481409,14-Dec-22,Florida,Miami (North Miami),1201 NE 125th St,0,0,0,0,1,N/A
2481403,14-Dec-22,South Carolina,Mount Pleasant,1000 Warrior Way,0,0,0,0,0,N/A
2481991,14-Dec-22,Ohio,Columbus,1320 Duxberry Ave,0,0,0,0,1,N/A
2480341,13-Dec-22,Indiana,Indianapolis,5251 Kentucky Ave,0,0,0,0,1,N/A
2480188,13-Dec-22,Texas,Schertz,701 Curtiss Ave,0,0,0,0,0,N/A
2481643,13-Dec-22,Oklahoma,Tulsa,6960 E 21st St,0,0,0,0,1,N/A
2484181,13-Dec-22,North Carolina,Dudley,124 Walter Fulcher Rd,0,0,0,0,0,N/A
2483200,13-Dec-22,Texas,Haltom City,5501 Haltom Rd,0,0,0,0,1,N/A
2481401,13-Dec-22,Texas,Midland,906 W Illinois Ave,0,0,0,0,1,N/A
2481390,13-Dec-22,South Carolina,Hollywood,5117 Baptist Hill Rd,0,0,0,0,1,N/A
2481787,12-Dec-22,Texas,Fort Worth,3136 Bigham Blvd,0,0,0,0,0,N/A
2479465,12-Dec-22,Louisiana,New Iberia,1301 E Admiral Doyle Dr,0,0,0,0,1,N/A
2479782,12-Dec-22,Oregon,Portland,3400 SE 26th Ave,1,0,0,0,0,N/A
2479544,12-Dec-22,Tennessee,Chattanooga,1020 N Moore Rd,0,0,0,0,1,N/A
2480195,9-Dec-22,Virginia,Hampton,1067 Big Bethel Rd,0,0,0,0,0,N/A
2478221,9-Dec-22,Ohio,Akron,470 Castle Blvd,0,0,0,0,1,N/A
2477594,9-Dec-22,South Carolina,Lancaster,4290 Tabernacle Rd,0,0,0,0,0,N/A
2478715,9-Dec-22,Florida,Lake Mary,601 Lake Park Dr,0,0,0,0,1,N/A
2478141,9-Dec-22,Florida,Fort Lauderdale,2400 NW 26th St,0,0,0,0,1,N/A
2478038,9-Dec-22,Ohio,Dayton,3873 Whitestone Ct,0,0,0,0,0,N/A
2478022,9-Dec-22,Ohio,Hilliard,4454 Davidson Rd,0,0,0,0,1,N/A
2477317,8-Dec-22,South Carolina,Summerville,1101 Boone Hill Rd,0,0,0,0,1,N/A
2476721,8-Dec-22,North Carolina,Fuquay Varina,109 N Ennis St,0,0,0,0,1,N/A
2477227,8-Dec-22,Ohio,Ashville,7150 Ashville-Fairfield Rd,0,0,0,0,0,N/A
2477713,8-Dec-22,North Carolina,Charlotte,15321 York Rd,0,0,0,0,0,N/A
2476885,8-Dec-22,Indiana,Ellettsville,851 Edgewood Dr,0,0,0,0,1,N/A
2477556,8-Dec-22,Florida,Saint Petersburg,850 34th St S,0,0,0,0,1,N/A
2476687,8-Dec-22,Maryland,District Heights,5200 Silver Hill Rd,1,0,0,0,1,N/A
2475818,7-Dec-22,Missouri,Saint Louis,310 N 15th St,0,0,1,0,1,N/A
2476268,7-Dec-22,Ohio,Columbus,1300 Duxberry Ave,0,0,0,0,1,N/A
2476251,7-Dec-22,Texas,San Angelo,2500 Sherwood Way,0,0,0,0,1,N/A
2476712,7-Dec-22,Virginia,Yorktown,300 Yorktown Rd,0,0,0,0,1,N/A
2481394,7-Dec-22,Ohio,Columbus,2345 W Mound St,0,0,0,0,1,N/A
2475643,6-Dec-22,Ohio,Tiffin,7635 N County Rd 51,0,0,0,0,1,N/A
2476333,6-Dec-22,North Carolina,Laurinburg,1000 W Church St,0,0,0,0,1,N/A
2477106,6-Dec-22,Nebraska,Bennington,16610 Bennington Rd,0,0,0,0,1,N/A
2475374,6-Dec-22,Iowa,Des Moines,2501 Park Ave,0,0,0,0,1,N/A
2476051,6-Dec-22,Florida,Tampa,16200 N Dale Mabry Hwy,0,0,0,0,1,N/A
2476041,6-Dec-22,Wyoming,Casper,930 S Elm St,0,0,0,0,1,N/A
2475302,6-Dec-22,Maryland,Capitol Heights,200 Cabin Branch Rd,0,0,0,0,1,N/A
2476725,6-Dec-22,Mississippi,Waynesboro,1325 Azalea Dr,0,0,0,0,1,N/A
2475979,6-Dec-22,Florida,Panama City,1200 Harrison Ave,0,0,0,0,1,N/A
2476264,6-Dec-22,Tennessee,Millington,8050 West St,0,0,0,0,1,N/A
2481113,5-Dec-22,Tennessee,Memphis,715 S Lauderdale St,0,0,0,0,1,N/A
2475095,5-Dec-22,South Carolina,North Charleston,5501 Dorchester Rd,0,0,0,0,1,N/A
2474629,5-Dec-22,Ohio,Akron,470 Castle Blvd,0,0,0,0,0,N/A
2476706,5-Dec-22,New Mexico,Clovis,1055 Fowler Ave,0,0,0,0,2,N/A
2474827,5-Dec-22,Tennessee,Memphis,817 Brownlee Rd,1,0,0,0,1,N/A
2475052,5-Dec-22,Texas,Galveston,4115 Ave O,0,0,0,0,0,N/A
2473513,3-Dec-22,Illinois,Oak Lawn,10601 Central Ave,0,0,0,0,1,N/A
2475671,2-Dec-22,South Carolina,Lexington,320 Corley Mill Rd,0,0,0,0,1,N/A
2475618,2-Dec-22,Georgia,Flowery Branch,6603 Spout Springs Rd,0,0,0,0,0,N/A
2473042,2-Dec-22,North Carolina,Jacksonville,1001 Piney Green Rd,0,0,0,0,1,N/A
2476693,2-Dec-22,Indiana,Indianapolis,1200 N Girls School Rd,0,0,0,0,1,N/A
2472678,2-Dec-22,Delaware,Wilmington (Newport),100 block of Ayre St,0,0,0,1,0,N/A
2473382,2-Dec-22,New Jersey,Newark,279 Chancellor Ave,0,0,0,0,1,N/A
2472360,1-Dec-22,Michigan,Ecorse,27225 W Outer Dr,0,0,0,0,1,N/A
2472272,1-Dec-22,Maryland,Baltimore,2201 Presstman St,0,0,0,0,1,N/A
2473598,1-Dec-22,Colorado,Brighton,12909 E 120th Ave,0,0,0,0,3,N/A
2471999,1-Dec-22,Arizona,Tempe,McAllister Ave and Lemon St,0,0,0,0,1,N/A
2472995,1-Dec-22,North Carolina,Asheville,60 Lees Creek Rd,0,0,0,0,1,N/A
2474329,30-Nov-22,Mississippi,Wiggins,400 W Border Ave E,0,0,0,0,1,N/A
2471506,30-Nov-22,Florida,Vero Beach,1707 16th St,0,0,0,0,1,N/A
2472091,30-Nov-22,Ohio,Hamilton,1165 Eaton Ave,0,0,0,0,1,N/A
2471637,30-Nov-22,California,Mariposa,5005 Frank Wilson Rd,0,0,0,1,0,N/A
2470871,29-Nov-22,Virginia,Henrico (Highland Springs),200 S Airport Dr,0,0,0,0,2,N/A
2473782,29-Nov-22,Texas,Houston,7325 Clodine Rd,0,0,0,0,0,N/A
2470586,29-Nov-22,Tennessee,Nashville,400 Davidson Rd,0,0,0,0,1,N/A
2475498,29-Nov-22,California,Atherton,555 Middlefield Rd,0,0,0,0,1,N/A
2472060,29-Nov-22,Colorado,Delta,1050 Hastings St,0,0,0,0,0,N/A
2470398,29-Nov-22,Illinois,East Saint Louis,4901 State St,0,0,0,0,1,N/A
2470847,28-Nov-22,North Carolina,Rocky Point,1886 NC Hwy 133,0,0,0,0,0,N/A
2469644,28-Nov-22,Maryland,Upper Marlboro,8000 Croom Rd,0,0,0,0,1,N/A
2469626,28-Nov-22,Iowa,Ankeny,1302 N Ankeny Blvd,0,0,0,0,1,N/A
2469354,27-Nov-22,Florida,Tallahassee,2101 Wahnish Way,4,1,0,0,2,N/A
2468829,27-Nov-22,Texas,Port Arthur,3501 Lucian Adams St,0,0,0,0,1,N/A
2466537,23-Nov-22,Louisiana,New Orleans,6400 block of Press Dr,1,0,0,0,0,N/A
2467079,23-Nov-22,Utah,Salt Lake City,95 N 300 W,0,0,0,0,1,N/A
2467004,23-Nov-22,Alaska,Anchorage,1700 Hillcrest Dr,0,0,0,0,2,N/A
2465335,22-Nov-22,Kansas,Derby,3012 Triple Creek Dr,0,0,0,0,1,N/A
2464818,21-Nov-22,South Carolina,Dillon,1730 US-301,0,0,0,0,1,N/A
2464804,21-Nov-22,South Carolina,Walterboro,150 Cougar Nation Dr,0,0,0,0,3,N/A
2464790,21-Nov-22,Tennessee,Nashville,1150 Hunters Ln,0,0,0,0,1,N/A
2465032,21-Nov-22,Michigan,Detroit,20000 Evergreen Rd,2,0,0,0,1,N/A
2465368,21-Nov-22,Nebraska,Lincoln,5801 N 33rd St,0,0,0,0,1,N/A
2465184,21-Nov-22,Illinois,Chicago,3825 S Washtenaw Ave,0,0,0,0,0,N/A
2462873,19-Nov-22,New Mexico,Albuquerque,Redondo E Dr NE and Redondo Ct NE,1,0,0,1,0,N/A
2462100,17-Nov-22,Ohio,Cleveland,4419 Pearl Rd,0,0,0,0,0,N/A
2462051,17-Nov-22,Ohio,Cincinnati,420 Ezzard Charles Dr,0,0,0,0,1,N/A
2461930,17-Nov-22,Texas,Hughes Springs,701 Russell,0,0,0,0,1,N/A
2463080,17-Nov-22,Texas,Dallas,4000 Blue Ridge Blvd,0,0,0,0,0,N/A
2461545,17-Nov-22,Indiana,Clinton,776 Wildcat Dr,1,0,0,0,0,N/A
2461865,17-Nov-22,Texas,El Paso,2430 McRae Blvd,0,0,0,0,1,N/A
2461828,17-Nov-22,Indiana,Anderson,4610 Madison Ave,0,0,0,0,1,N/A
2462416,17-Nov-22,Texas,Gonzales,1801 N Sarah Dewitt Dr,0,0,0,0,0,N/A
2462307,17-Nov-22,Texas,Arlington,4501 W Pleasant Ridge Rd,0,0,0,0,1,N/A
2462837,17-Nov-22,Alaska,Anchorage,4005 McPhee Ave,0,0,0,0,1,N/A
2462220,17-Nov-22,Georgia,Cataula,8403 GA-315,0,0,0,0,0,N/A
2462203,17-Nov-22,California,Moreno Valley,13400 Kitching St,0,0,0,0,0,N/A
2461102,16-Nov-22,Georgia,Macon,2851 Heath Rd,0,0,0,0,1,N/A
2462574,16-Nov-22,North Carolina,Sanford,1801 Douglas Dr,0,0,0,0,1,N/A
2460998,16-Nov-22,Illinois,Chicago,2911 W 47th St,0,0,0,0,0,N/A
2461491,16-Nov-22,South Carolina,Anderson,806 Pearman Dairy Rd,0,0,0,0,1,N/A
2461100,16-Nov-22,Tennessee,Antioch,574 Bell Rd,0,0,0,0,0,N/A
2462143,16-Nov-22,New Jersey,Newark,161 University Ave,1,0,0,0,0,N/A
2461242,16-Nov-22,North Carolina,Lumberton,3901 Fayetteville Rd,1,0,0,0,0,N/A
2461344,15-Nov-22,Louisiana,Ball,89 Camp Livingston Rd,0,0,2,0,2,N/A
2460120,15-Nov-22,Maryland,Baltimore,181 N Bend Rd,0,0,0,0,1,N/A
2460482,15-Nov-22,Kentucky,Louisville,4001 Herman St,0,0,0,0,0,N/A
2466279,15-Nov-22,Minnesota,Minneapolis (Robbinsdale),3730 Toledo Ave N,0,0,0,0,0,N/A
2460711,15-Nov-22,Illinois,Aurora,1201 W New York St,0,0,0,0,1,N/A
2461485,15-Nov-22,Arkansas,Little Rock,1500 S Park St,0,0,0,0,0,N/A
2459606,14-Nov-22,Virginia,Petersburg,Lincoln St and Grant Ave,2,0,0,0,0,N/A
2459826,14-Nov-22,Kentucky,Louisville,2222 Crums Ln,0,0,0,0,0,N/A
2460209,14-Nov-22,Georgia,Atlanta,3099 Panther Trail SW,0,0,0,0,1,N/A
2460083,14-Nov-22,Pennsylvania,Philadelphia,5400 Warrington Ave,0,0,0,0,1,N/A
2459150,13-Nov-22,Virginia,Charlottesville,130 Culbreth St,2,3,0,0,1,N/A
2458602,12-Nov-22,Florida,Orlando,801 Rio Grande Ave,2,1,0,0,1,N/A
2457961,11-Nov-22,Virginia,Hopewell,400 S Mesa Dr,0,0,0,0,1,N/A
2459668,11-Nov-22,Georgia,Athens,1235 Baxter St,0,0,0,0,1,N/A
2464086,11-Nov-22,Minnesota,Minneapolis (Golden Valley),2400 Sandburg Ln,0,0,0,0,1,N/A
2457711,11-Nov-22,Indiana,South Bend,1902 Fellows St,0,0,0,0,1,N/A
2457422,10-Nov-22,Michigan,Ravenna,2766 S Ravenna Rd,0,0,0,0,0,N/A
2457264,10-Nov-22,New York,Bronx,192 E 151 St,0,0,0,0,0,N/A
2457274,10-Nov-22,New York,Brooklyn,2021 Bergen St,0,0,0,0,1,N/A
2457225,10-Nov-22,North Carolina,Greensboro,1200 Lincoln St,0,0,0,0,1,N/A
2460252,10-Nov-22,California,Atherton,555 Middlefield Rd,0,0,0,0,1,N/A
2457104,10-Nov-22,Maryland,Baltimore,3500 Hillen Rd,0,0,0,0,1,N/A
2457610,10-Nov-22,Georgia,Watkinsville,2290 Hog Mountain Rd,0,0,0,0,1,N/A
2456898,9-Nov-22,Illinois,Evanston,1600 Dodge Ave,0,0,0,0,1,N/A
2457816,9-Nov-22,Ohio,Columbus,1160 Ann St,0,0,0,0,1,N/A
2457046,9-Nov-22,Kentucky,Caneyville,521 E Maple St,1,0,0,0,0,N/A
2456617,9-Nov-22,Kentucky,Louisville,9115 Fern Creek Rd,0,0,0,0,0,N/A
2458029,9-Nov-22,Ohio,Groveport,4475 S Hamilton Rd,0,0,0,0,1,N/A
2456536,9-Nov-22,North Carolina,Pinetops,5912 NC-43,0,0,0,0,1,N/A
2458009,9-Nov-22,Michigan,Roseville,17855 Common Rd,0,0,0,0,1,N/A
2456917,9-Nov-22,Alabama,Hazel Green,14380 US-231,0,0,0,0,1,N/A
2456912,9-Nov-22,Florida,Jacksonville,1201 University Blvd N,0,0,0,0,0,N/A
2455465,8-Nov-22,Washington,Seattle,1819 N 135th St,0,1,0,0,1,N/A
2455773,7-Nov-22,North Carolina,Raleigh,2600 Rock Quarry Rd,0,0,0,0,0,N/A
2454526,7-Nov-22,Maryland,Parkville,2600 Putty Hill Ave,0,0,0,0,1,N/A
2454152,6-Nov-22,Texas,Marshall,711 Wiley Ave,2,0,0,0,0,N/A
2453231,4-Nov-22,Connecticut,West Hartford,1678 Asylum Ave,1,0,0,0,1,N/A
2453226,4-Nov-22,South Carolina,West Columbia,1315 Boston Ave,0,0,0,0,1,N/A
2452284,3-Nov-22,Ohio,Dayton,250 Shoup Mill Rd,0,0,0,0,2,N/A
2465689,3-Nov-22,Texas,Lubbock,210 N University Ave,0,0,0,0,1,N/A
2451974,3-Nov-22,New York,Corona (Queens),420 Beach 51st St,0,0,0,0,2,N/A
2452027,3-Nov-22,Virginia,Henrico (Highland Springs),200 S Airport Dr,0,0,0,0,1,N/A
2452592,3-Nov-22,Indiana,Terre Haute,1000 Grant St,0,0,0,0,1,N/A
2453385,3-Nov-22,Texas,Hutto,573 Chris Kelley Blvd,0,0,0,0,3,N/A
2452400,3-Nov-22,Florida,Fort Myers,14020 Plantation Rd,0,0,0,0,1,N/A
2451474,2-Nov-22,California,Thermal,86150 Ave 66,0,0,0,0,0,N/A
2451081,2-Nov-22,New York,Rochester,1001 Lake Ave,0,0,0,0,0,N/A
2451865,2-Nov-22,Texas,Perryton,N/A,0,0,0,0,1,N/A
2450914,2-Nov-22,District of Columbia,Washington,4301 13th St NW,0,0,0,0,0,N/A
2450431,1-Nov-22,South Carolina,Kingstree,615 Martin Luther King Ave,0,0,0,0,1,N/A
2450624,1-Nov-22,Tennessee,Chattanooga,2500 Market St,0,0,0,0,1,N/A
2450374,1-Nov-22,Colorado,Colorado Springs,6888 Black Forest Rd,0,0,0,0,1,N/A
2449598,31-Oct-22,Colorado,Denver,18250 E 51st Ave,0,0,0,0,0,N/A
2453609,31-Oct-22,Missouri,Saint Louis,6701 St Charles Rock Rd,0,0,0,0,1,N/A
2449545,31-Oct-22,California,Dixon,455 E A St,0,0,0,0,1,N/A
2450828,31-Oct-22,Louisiana,Baton Rouge,170 Campus Lake Rd,0,0,0,0,0,N/A
2448051,28-Oct-22,Illinois,Chicago,3000 S King Dr,0,0,0,0,0,N/A
2447359,28-Oct-22,Texas,Rowlett,4700 President George Bush Hwy,0,0,0,0,1,N/A
2450956,28-Oct-22,Missouri,Annapolis,N/A,0,0,0,0,1,N/A
2449077,28-Oct-22,Georgia,Lithonia,2645 Dekalb Medical Pkwy,0,0,0,0,1,N/A
2449071,28-Oct-22,Oregon,Medford,700-898 Kenyon St,0,0,0,0,1,N/A
2449060,28-Oct-22,Missouri,Columbia,700 E Stadium Blvd,0,0,0,1,0,N/A
2447895,28-Oct-22,Oklahoma,Yukon,10901 SW 15th St,0,0,0,0,1,N/A
2447786,28-Oct-22,North Carolina,Teachey,602 High School Rd,0,0,0,0,1,N/A
2447535,27-Oct-22,Minnesota,Saint Paul,740 Rose Ave W,0,0,0,0,1,N/A
2446779,27-Oct-22,Texas,Houston,2005 W W Thorne Dr,0,0,0,0,0,N/A
2446741,27-Oct-22,Kentucky,Lexington,2100 Fontaine Rd,0,0,0,0,1,N/A
2447024,27-Oct-22,Florida,Port Saint Lucie,1000 SW Darwin Blvd,0,0,0,0,3,N/A
2448251,27-Oct-22,Massachusetts,Boston,85 Olney St,0,0,0,0,0,N/A
2446128,26-Oct-22,Virginia,Norfolk,7101 Granby St,0,0,0,0,1,N/A
2447528,26-Oct-22,Minnesota,Saint Cloud,N/A,0,0,0,0,1,N/A
2446477,26-Oct-22,Pennsylvania,Wilkes Barre,2021 Wolfpack Way,0,0,0,0,5,N/A
2447692,26-Oct-22,Virginia,Manassas,8820 Rixlew Ln,0,0,0,0,2,N/A
2446034,26-Oct-22,South Carolina,Hartsville,701 Lewellen Ave,0,0,0,0,1,N/A
2445813,26-Oct-22,Florida,Lakeland,4905 Saddle Creek Rd,0,0,0,0,1,N/A
2450950,26-Oct-22,Florida,Palm Beach Gardens,4245 Holly Dr,0,0,0,0,1,N/A
2445790,26-Oct-22,West Virginia,Augusta,Mack Rd and St Peter Ln,0,0,0,1,0,N/A
2446182,26-Oct-22,Ohio,Cleveland,2439 E 55th St,0,0,0,0,1,N/A
2449085,26-Oct-22,Pennsylvania,Aliquippa,100 Harding Ave,0,0,0,0,1,N/A
2446511,26-Oct-22,Oregon,Prineville,1100 SE Lynn Blvd,0,0,0,0,2,N/A
2446460,26-Oct-22,Nebraska,Omaha,4700 Giles Rd,0,0,0,0,1,N/A
2445239,25-Oct-22,Alabama,Huntsville,4010 Binderton Pl SW,0,0,0,0,0,N/A
2445453,25-Oct-22,Kentucky,Louisville,3510 Goldsmith Ln,0,0,0,0,0,N/A
2446087,25-Oct-22,Pennsylvania,Pine Ridge,Timberwolf Dr,0,0,0,0,1,N/A
2445337,25-Oct-22,Michigan,Grand Rapids,2133 Buchanan Ave SW,0,0,0,0,1,N/A
2445322,25-Oct-22,Maryland,Baltimore,3701 Eldorado Ave,0,0,0,0,1,N/A
2445243,25-Oct-22,Illinois,Belleville,2555 West Blvd,0,0,0,0,2,N/A
2445241,25-Oct-22,Missouri,Hazelwood,1 Wildcat Ln,0,0,0,0,1,N/A
2445211,25-Oct-22,Georgia,Jackson,1105 Brownlee Rd,0,0,0,0,0,N/A
2446312,25-Oct-22,California,Fairfield,824 Washington St,0,0,0,0,1,N/A
2446528,25-Oct-22,Oregon,Salem,2805 Lansing Ave NE,0,0,0,0,1,N/A
2445646,25-Oct-22,North Carolina,Fayetteville,2301 Fort Bragg Rd,0,0,0,0,1,N/A
2460568,24-Oct-22,Ohio,Groveport,4475 S Hamilton Rd,0,0,0,0,1,N/A
2444930,24-Oct-22,New York,Corona (Queens),14-30 Broadway,0,0,0,0,1,N/A
2444523,24-Oct-22,Georgia,Snellville,4210 Shiloh Rd,0,0,0,0,1,N/A
2443879,24-Oct-22,Missouri,Saint Louis,3125 S Kingshighway Blvd,4,2,0,1,0,N/A
2444292,24-Oct-22,Florida,Tallahassee,1717 W Tharpe St,0,0,0,0,1,N/A
2444193,24-Oct-22,Tennessee,Memphis,1940 Frayser Blvd,0,0,0,0,1,N/A
2445198,24-Oct-22,Ohio,Columbus,1160 Ann St,0,0,0,0,0,N/A
2445780,24-Oct-22,Florida,Deltona,1001 Parnell Ct,0,0,0,0,1,N/A
2446164,24-Oct-22,California,Westminster,14325 Goldenwest St,0,0,0,0,1,N/A
2445028,24-Oct-22,Florida,Chiefland,1205 NW 4th Ave,0,0,0,0,1,N/A
2442426,21-Oct-22,Mississippi,Crystal Springs,201 Newton St,0,0,0,0,2,N/A
2442076,21-Oct-22,Florida,Ocala,5000 SE Maricamp Rd,0,0,0,0,2,N/A
2442997,21-Oct-22,Pennsylvania,Harrisburg,2451 Market St,0,0,0,0,1,N/A
2445266,21-Oct-22,Colorado,Monte Vista,295 E Prospect Ave,0,0,0,0,1,N/A
2479239,21-Oct-22,Texas,Hamshire,12702 2nd St,0,0,0,0,1,N/A
2442151,21-Oct-22,Kansas,Hutchinson,210 E Ave A,0,0,0,0,1,N/A
2442149,21-Oct-22,New York,Brooklyn,1186 Carroll St,0,0,0,0,1,N/A
2442147,21-Oct-22,Pennsylvania,Canonsburg,314 Elm St Ext,0,0,0,0,1,N/A
2443377,21-Oct-22,Texas,Arlington,2000 Sam Houston Dr,0,0,0,0,1,N/A
2442995,21-Oct-22,California,Sacramento,1400 Grand Ave,0,1,0,0,1,N/A
2442598,21-Oct-22,Texas,Crosby,333 Red Summit Dr,0,0,0,0,1,N/A
2441601,20-Oct-22,Tennessee,Chattanooga,1020 N Moore Rd,0,0,0,0,1,N/A
2451337,20-Oct-22,California,Antioch,700 W 18th St,0,0,0,0,1,N/A
2441612,20-Oct-22,Tennessee,Nashville,110 Gallatin Ave,0,0,0,0,1,N/A
2441931,20-Oct-22,Florida,Yulee,85439 Miner Rd,0,0,0,0,1,N/A
2441974,20-Oct-22,Washington,Silverdale,10140 Frontier Pl NW,0,0,0,0,1,N/A
2441831,20-Oct-22,Louisiana,Baton Rouge,4451 Fairfields Ave,0,0,0,0,1,N/A
2441005,19-Oct-22,New York,Bronx,99 Terrace View Ave,0,0,0,0,1,N/A
2440941,19-Oct-22,Georgia,Warner Robins,401 S Davis Dr,0,0,0,0,0,N/A
2442153,19-Oct-22,Georgia,Rome,1000 Veterans Memorial Hwy NE,0,0,0,0,1,N/A
2441065,19-Oct-22,Virginia,Chesterfield,10301 Courthouse Rd,0,0,0,0,1,N/A
2440920,19-Oct-22,California,Oakley,1000 Vintage Pkwy,0,0,0,0,0,N/A
